date;text;
17.08.17 16:09;# LoveJihadTapes Interfaith marriage is welcome but recruiting for breeding jihadis/ radical Islamic terrorists is terrorism;
17.08.17 15:59;"Akhila Ashokan as Hadiya says she wants to continue & die as a Muslim. http://www.ndtv.com/kerala-news/in-kerala-love-jihad-case-will-i-live-like-this-asks-woman-on-camera-1738791 … # LoveJihadTapes # LoveJihad # LoveJihadNailed""";
17.08.17 15:56;डॉ जाकिर नाइक ने दीथी हिंदुस्तान को चेतावनी इस हिन्दू ने करदी पिटाई जरूर देखें https://youtu.be/44-1W5u57MU # LoveJihadTapes # लाल_चौक_से_ललकार;
17.08.17 15:53;# LoveJihadTapes https://twitter.com/Shubhamhundet/status/898180872385437697 …;
17.08.17 15:53;# LoveJihadTapes Kerala is next Kashmir.;
17.08.17 15:53;This is the rate list which shows that rate of different religion girl. So be careful about this Love Trap and be safe. # LoveJihadTapes pic.twitter.com/0TZphQiy4R;
17.08.17 15:52;18| # LoveJihad is coined by BJP-RSS as they can't bear with interfaith marriages: Brinda Karat # LoveJihadTapes pic.twitter.com/kPeB5c4kix;
17.08.17 15:50;Could you not use close ups of this lady? # LoveJihadTapes;
17.08.17 15:48;CPM never came up with a useful thoughts to common man. # LoveJihadTapes;
17.08.17 15:48;Seeing this Love Jihad is true in Kerala # LoveJihadTapes;
17.08.17 15:45;# LoveJihadTapes left has nothing left in them.;
17.08.17 15:45;When the instances or proof is seen /available all over, # LoveJihadTapes, it is nonsense to see Vrinda Karat is not accepting the truth;
17.08.17 15:45;who is this moron?.. leader of commie Bindi brigade? # LoveJihadTapes;
17.08.17 15:44;Indeed... IT HAS TO CALL WHAT IT IS...! # LoveJihadTapes # LoveJihadNailedhttps://twitter.com/zulfikarahmed18/status/898174194613075968 …;
17.08.17 15:42;Those who encourage blindly , Shld set example from its family ! Judge its good or evil effects # LoveJihadTapes;
17.08.17 15:42;Love Jihad is a scheme launched by CPM to destroy Hindu Girls life # LoveJihadTapes;
17.08.17 15:38;total 431 cases in 2017 # LoveJihadTapes https://www.facebook.com/1747412132172906/videos/1978135085767275/ …;
17.08.17 15:37;Love Jihad is a phrase coined by BJP-RSS since they cannot bear to see interfaith marriages: Brinda Karat, CPI (M) # LoveJihadTapes pic.twitter.com/TUmH8PvzoO;
17.08.17 15:37;Shame onU BrindaKarat. If u r irritatd toUse LoveJihad wrd, URfree to give new wrds like IntolerantJihad,InsecureWomen etc # LoveJihadTapes;
17.08.17 15:35;Total 431 Love Jihad cases reported till August 2017 in Kerala https://www.facebook.com/1747412132172906/videos/1978135085767275/ … # LoveJihadTapes;
17.08.17 15:33;Brinda Karat reacted like this. What is Love Jihad? If the victim would have been your daughter, would you have reacted same # LoveJihadTapes;
17.08.17 15:28;Media mocked BJP /RSS/Bajrang Dal completely ignored the fact that Love Jihad do exists. Today same media is exposing it # LoveJihadTapes;
17.08.17 15:26;If a Hindu man converts a Muslim Woman, So It becomes Ghar Vaapsi & if a Muslim man converts a Hindu Woman then it becomes # LoveJihadTapes;
17.08.17 15:25;Shameless commie hurling baseless allegations on BJP/RSS/Bajrang Dal Even goes on recod condemning SC. Sick commies really # LoveJihadTapes;
17.08.17 15:22;Brinda Karat is the shame and Sick commie who broke bangles for LeT operative Ishrat Jahan who was a suicide bomber # LoveJihadTapes;
17.08.17 15:21;"# LoveJihadTapes What is Love Jihad "" @ There is no Any Introduction in Holy Quran About ""LoveJihad"" Its made By MEDIA only""";
17.08.17 15:20;# LoveJihadDebate # LoveJihadTapes # Bollywood best xample.srk,amr,saif,arbz,A.takia....;
17.08.17 15:20;What a shameless commie is Brinda Karat. How can a woman be so unconcerned, unmoved even after hearing the victims # LoveJihadTapes;
17.08.17 15:19;Questioning the discretion of the Supreme court with reference to the # LoveJihadTapes . Has Brinda Karat lost her sanity? Wow! Looks like it;
17.08.17 15:17;Faking love2lure gullible 2swell jihadi ranks-Ignore at own peril # LoveJihadTapes Dear BrindaSikular remembr jihadis kill co-religionsts too pic.twitter.com/iBE3zA7dUp;
17.08.17 15:16;# LoveJihadTapes Yeah... same way as 'intolerance' 'award wapsi' 'gaurakshaks' BJP bole toh ridiculous !!! Crap ... move aside lady ...;
17.08.17 15:15;Fed up of # LoveJihadTapes coverage on @ republic. As per them,love jihad is ok if no terror link These thugs shud watch ZeeNews' 2014' sting;
17.08.17 15:15;A huge racket is working on it # LoveJihadTapes;
17.08.17 15:15;Conveniently # AwardWapsiBrigade is now silent on # LoveJihadTapes @ republic @ TimesNow @ BJP4India @ RSSorg @ sanatansanstha @ myogiadityanath;
17.08.17 15:09;It is ironical to see how girls are forcefully converted in the most literate state in the country # LoveJihadTapes # KeralaLoveJihad;
17.08.17 15:07;http://www.ndtv.com/kerala-news/in-kerala-love-jihad-case-will-i-live-like-this-asks-woman-on-camera-1738791 … # LoveJihadTapes;
17.08.17 14:52;Isn't KERALA on being NEXT KASHMIR??? # LoveJihadTapes @ republichttps://twitter.com/republic/status/898144085516599296 …;
17.08.17 14:42;The full story of # LoveJihad https://www.lawkam.org/kerala/akhila-shefin-ashokan-highcourt/14348/?amp_markup=1 … # LoveJihadTapes A lesson to all Hindu parents too;
17.08.17 14:39;# LoveJihadNailed # LoveJihadTapes it's all coming out in the open.truth is bitter but # republic has done a great job and the world now knows;
17.08.17 14:25;VandeMataram Debate gone now love Jihad next CowDebates etc.. keep it up sanghGoSwami. # LoveJihadTapes @ asadowaisi @ syedasimwaqar;
17.08.17 14:13;# LoveJihadTapes is a reality in Kerala. The communists in kerala is the shield makers of these jihadis. Do not add politics in this.;
17.08.17 14:12;It's a security threat. It's wrong morally and legally. Your dental hygiene is bad but mental too ? # LoveJihadTapes;
17.08.17 14:09;# LoveJihadTapes brinda karat aur kitni dalali karoge minorities k koi vote b nai deta aur kuch salo mein party khatam no young ppl joining;
17.08.17 13:58;A terrorist like Brinda Karat will defend her fellow comrades! # LoveJihadTapes;
17.08.17 13:58;Had there not been Xtian girls affected, # LoveJihad would never have been a prime time news on any media # LoveJihadTapes;
17.08.17 13:57;What about Lal-Bindi gang ? # LoveJihadTapes https://twitter.com/republic/status/898150392298590208 …;
17.08.17 13:55;# LoveJihadTapes@if you think madam intercommunity-based marriages why they r in one side (islam)only? Why can't Muslim lady allow marry othr;
17.08.17 13:51;Love Jihad is the most ridiculous term coined by RSS-BJP who cannot bear to see inter-community marriages: Brinda Karat,CPM # LoveJihadTapes pic.twitter.com/4NaEGMuFf1;
17.08.17 13:44;# LoveJihadTapes If a calm & humble hindu panelist like Vikramaditya 's is a bigot then tis pseudo Paraiah's a Islamic bitch;
17.08.17 13:35;# LoveJihadTapes it's time to realise the deceit tactics of these islamists;
17.08.17 13:26;The very fact that people are going to ISIS from Kerala is a disturbing trend: TP Srinivasan, former diplomat on # LoveJihadTapes pic.twitter.com/b1IiVmtvFD;
17.08.17 13:23;# LoveJihadTapes असली सुंदरता का अर्थ ⁦https://youtu.be/PkTBwCyoE1c ⁩ ⁧ # طيفه_معي⁩;
17.08.17 13:19;# LoveJihadTapes Even when the female anchor of @ republic is being so polite , Y does this LoC pervert shaking Sheikh's be so rude ? Mocks SC;
17.08.17 13:16;# LoveJihadTapes A pseudo secular Pariah & care of platform like Trusha has no business to call T hindu panelist as a religious Bigot .;
17.08.17 13:12;Why Kerala media are silent unlike Natl media, Selective Reporting favoring ruling LDF ? OR sold out Are they waiting 9/11#LoveJihadTapes;
17.08.17 13:10;# LoveJihadTapes These dancing head Trishas just want public attention & desperately trying to attract Sheiks abroad. @ republic must shun her;
17.08.17 13:08;Before 5 decades Hindus were in good nrs but over years due togroups like Pentecoste,(who brainwash Catholics too)H r minorty#LoveJihadTapes;
17.08.17 13:05;Kerala may be having 100% literacy but those who convert themselves don't have common sense, Conversion won't solve problems # LoveJihadTapes;
17.08.17 13:05;# LoveJihadTapes Trisha's sex life 2b investigated as she seems 2 maniac on T show .She'll do anything 4 a coffe ,A street bigot & prestitute;
17.08.17 13:04;@ sagarikaghose @ _pallavighosh Maiya Yeh Kya Ho Raha hai ur Agenda being Decoded by Times Thru # LoveJihadTapes # LoveJihadNailed @ timesNowhttps://twitter.com/TimesNow/status/897867216619794432 …;
17.08.17 13:02;Why can't pseudo secular ppl accept reality Do they want wait till Kerala becomes Mosul(Syria)as proof,LDF/Commis Silent#LoveJihadTapes;
17.08.17 12:57;# LoveJihadTapes this nymphomaniac Trisha suffers 4m sexual disorder & thus favors perversions f any order.Only @ republic can find such SICKs;
17.08.17 12:55;# LoveJihadTapes If it is love why doesn't the boy becomes Hindu? Why the girl is forced to accept islam? And why the mother of the girl?;
17.08.17 12:54;# LoveJihadTapes Trisha can be booked for criminal intimidation on Media . She mocks SC. Get this siCKular to LoC & serve Paki Army;
17.08.17 12:51;Hope law will take strong action and law house must create strong law & order and clear pathway to implement it # LoveJihadTapes;
17.08.17 12:50;# LoveJihadTapes There are 1000 cases where such conversions taking place . How can this foolish gabbing Trisha be let to scorn investigation;
17.08.17 12:47;# LoveJihadTapes This Trisha's behaving like a religious Singer & whose done many shows . She being against NIA investigation is but natural;
17.08.17 12:45;Hindu girls lured and trapped by Islamists. # LoveJihadTapes Where are Secularists and Award wapsis today??;
17.08.17 12:40;Poor Indians @ republic is busy with sting operation on # LoveJihadTapes and i had heard people in India had a choice to marry hu dey want https://twitter.com/mkvenu1/status/897889017101819904 …;
17.08.17 12:39;Revealed: How Hadiya was brainwashed. Here's Part 4 of the # LoveJihadTapes pic.twitter.com/Y2c9Xl0evZ;
17.08.17 12:38;Revealed: How Hadiya was brainwashed. Here's Part 4 of the # LoveJihadTapes pic.twitter.com/TuCD1AdwOV;
17.08.17 12:37;# LoveJihadTapes | Arnab Goswam latest debate 16 August 2017 https://youtu.be/lOHxVtKLt6I via @ YouTube;
17.08.17 12:34;Revealed: How Hadiya was brainwash. Here's Part 4 of the # LoveJihadTapes https://twitter.com/republic/status/898130450878681089/video/1 …;
17.08.17 12:33;Prog. guide 17Aug ALL DAY @ republic # LoveJihadTapes @ IndiaToday # NikahHalala @ CNNnews18 # GorakhpurTragedy @ TimesNow # PoK @ ndtv @ INCIndia;
17.08.17 12:28;# LoveJihadTapes it takes to much time but appreciate to SC for NIA ..;
17.08.17 12:23;# LordKabir # LoveJihadTapes कबीर जी की न तो पत्नी थी,न ही उनके बच्चे थे वृंदा Tv पर 09:30 Pm से;
17.08.17 12:21;" # LoveJihadTapes | Explosive third account of Love Jihad (2/2) pic.twitter.com/LgxU7yNTvS"" # news # latest # india http://www.couponsgod.in""";
17.08.17 12:20;Having solved all terrorism cases, NIA has ample time to investigate the Kishore Kumar+Madhubala marriage in 1960 as well. # LoveJihadTapes https://twitter.com/republic/status/897801076128104449 …;
17.08.17 12:20;# LoveJihadTapes # Islam was is & will be a # SocioPoliticoFinancialCult 1400 years of evolution into 1 GIANT MASS MESMERISMpic.twitter.com/ezHW60veKt;
17.08.17 12:18;Arnab Nation..... oops my bad Arab it is # LoveJihadTapes # LoveJihadDebate # LoveJihadReality # LoveJihadNailed # LoveJihad;
17.08.17 12:14;# LoveJihadTapes | Explosive third account of Love Jihad (2/2) pic.twitter.com/JdnobDYU0R;
17.08.17 12:12;# LoveJihadTapes | Explosive third account of Love Jihad (2/2) pic.twitter.com/bXh2NWe6CX;
17.08.17 12:11;"Converted and asked to go to Arab nations. Third account of R.Investigation on # LoveJihadTapes (1/2) pic.twitter.com/Y0VECNmuTH"" # news # lates…""";
17.08.17 12:10;"With the present age old trend of Congress nd radical Islamist..I fear a mass shit"" happening in years to come... # LoveJihadTapes""";
17.08.17 12:09;Converted and asked to go to Arab nations. Third account of R.Investigation on # LoveJihadTapes (1/2) pic.twitter.com/FDfDkptg4H;
17.08.17 12:08;Islam thinks its the finest and want its shariya to be prevalant among countries to welcome its so called caliphate.Idiots,, # LoveJihadTapes;
17.08.17 12:05;Its been going on fr centuries bt girls nd families don't come out in open with fear of being insulted in their community.. # LoveJihadTapes;
17.08.17 12:04;Converted and asked to go to Arab nations. Third account of R.Investigation on # LoveJihadTapes (1/2) pic.twitter.com/ostSvJvq8n;
17.08.17 11:48;kerala police has already investigated once and declared there is no such thing as love jihad.http://twocircles.net/2009nov12/no_love_jihad_kerala_dgp_says_again_high_court.html … # LoveJihadTapes;
17.08.17 11:43;love jihad is just a political tool to polarize kerala,this time bjp has set their eyes on kerala,also tool to control girls # LoveJihadTapes;
17.08.17 11:43;# LoveJihadTapes AtiCROOK Rehman, it's not conversion but COERCION.;
17.08.17 11:42;# LoveJihadTapes Dangerous developments in Kerala. Feeling shame on being a mallu, suppose to be 100% literate,these idiots are brainless.;
17.08.17 11:42;# LoveJihadTapes # LoveJihadNailed # LoveJihadReality THE GUY WTH WHOM # ISHARATJAHAN BEEN A KERALA HINDU CONVERTED TO ISLAM SO NIA TERROR ANGLE;
17.08.17 11:42;Explosive # LoveJihadTapes - Akhila Hadiya tried to convert her mother Ponamma saying you will not go to heaven & Hindu Gods are bad, useless pic.twitter.com/9lM9A5DNnh;
17.08.17 11:36;But why you are burning like hell sweety # LoveJihadTapes https://twitter.com/_sabanaqvi/status/898115849378123776 …;
17.08.17 11:33;# LoveJihadTapes # LordKabir वेदों में कबीर नाम काविवरण कैसे आयावेद तो सृष्टि के प्रारंभ में प्राप्त हुए थेजाने सत्सं… https://twitter.com/i/web/status/897857433950756864 …;
17.08.17 11:32;# LoveJihadTapes @ republic;
17.08.17 11:27;"# LoveJihadTapes Apolitical AI/DMK ; DESPITE TBs of AUDIO/VISUAL EVIDENCE is, as usual FILIBUSTERING, WITHOUT SUBSTANCE.";
17.08.17 11:26;"Morning- # SexForNikaah Noon- # LoveJihadTapes Eve- Army kills another # Dujana A wasted day 4 so called Liberals"" Nothing to shout. # Hallabol""";
17.08.17 11:23;aditya pls ask remitha to meet nimisha's mom in TVM # LoveJihadTapes;
17.08.17 11:18;# LoveJihadTapes https://twitter.com/IndianExpress/status/898101049923207168 …;
17.08.17 11:16;"# LoveJihadTapes PROVES 100% mallu literacy does not count for SHIT on intelligence"" @ ShashiTharoor @ JayasreeVijayan @ pratheesh @ tittoantony""";
17.08.17 11:13;Retweeted Republic ( @ republic): Confrontation over conversion. Here's part two of # LoveJihadTapes... http://fb.me/1ojvVtLnn;
17.08.17 11:12;Abdul's pretendng as Anup's and converting girls under disguise of love # LoveJihadTapes # LoveJihad in God's own country bcomng hel fr hindus;
17.08.17 11:11;"Confrontation over conversion. Here's part two of # LoveJihadTapes http://www.republicworld.com/livetv pic.twitter.com/9QG7oI5uwc"" # news # latest # india w…""";
17.08.17 11:09;Confrontation over conversion. Here's part two of # LoveJihadTapes http://www.republicworld.com/livetv pic.twitter.com/s81Uhex9hq;
17.08.17 11:09;God's own country turning into jihad hotbed. Wonder what the @ CMOKerala is doing. # LoveJihadTapes;
17.08.17 11:07;# LoveJihadTapes many gods vs one god argument. you can find goddess with equal power & status only in hindu religion. think about it girls.;
17.08.17 11:07;# LoveJihadTapes # LoveJihadNailed # LOVEJIHADREALITY NIA PROBE http://www.dnaindia.com/india/report-isis-recuiter-indian-woman-afsha-jabeen-aka-nicky-joseph-sent-to-judicial-custody-2124735 … ISIS RECRUITER CONVERTED HUBBY DEVENDER GUPTA TO ISLAM;
17.08.17 11:05;Confrontation over conversion. Here's part two of # LoveJihadTapes http://www.republicworld.com/livetv pic.twitter.com/36p9wXa5HE;
17.08.17 11:01;# LoveJihadTapes # LoveJihadNailed # LOVEJIHADREALITY SANDEEP TO ADIL HONEY TRAPPED BY KASHMIRI GIRL TURNED LASHKAR TERRORIST LOOTED J&K BANKS;
17.08.17 11:00;"@ republic # LoveJihadTapes Target? Hindu & Christian Girls. They don't trust judiciary, Constitution, Victim but trust only the ISIS.""""";
17.08.17 10:58;@ remithajohn include nimisha's mom also in # LoveJihadTapes;
17.08.17 10:52;# LoveJihadTapes # Hindu # Sikh # Christians # Jain # MuslimsForPeace # MuslimBrotherhoodhttps://twitter.com/pankajsuper30/status/897864102659239936 …;
17.08.17 10:51;@ remithajohn Pls find Nimishas mother interview in Flower TV,the girl who joined ISIS # LoveJihadTapes https://youtu.be/vvd33J-u0QM;
17.08.17 10:47;@ remithajohn Kudos to you for reaching out to Love Jihad victims in Kerala and inform the apathy to nation @ premasridevi # LoveJihadTapes;
17.08.17 10:46;# LoveJihadTapes Every parent needs to explain the jihadi tenets of Islam to their kids else get ready to weep like Hadiya's mom.;
17.08.17 10:44;# LoveJihadTapes Ghar wapsi of muslims should be allowed at large scale funded by government and by private people;
17.08.17 10:42;# LoveJihadTapes its time hindus start uniting. Muslims must be butchered and killed now..;
17.08.17 10:39;Convert your mother: Hadiya was told. Tune in for a Super Exclusive on # LoveJihadTapes http://www.republicworld.com/livetv;
17.08.17 10:38;Hey @ RanaAyyub look at @ republic Real # LoveJihadTapes what ur brothers r doing in Kerala..unlike ur # GujaratFiles;
17.08.17 10:38;Chalo kaam pe lag jao be # LoveJihadTapes;
17.08.17 10:36;Convert your mother: Hadiya was told. Tune in for a Super Exclusive on # LoveJihadTapes http://www.republicworld.com/livetv;
17.08.17 10:31;@ ShekharGupta FORGOTTEN HOW SANDEEP CONVERTED TO ADIL BY HONEY TRAP OF KASHMIRI GIRL THN LOOTED J&K BANK AT ORDER OF LASHKAR # LoveJihadTapes;
17.08.17 10:30;@ indSupremeCourtने # LoveJihad # LoveJihadTapes # LoveJihadNailedकी # BlueWhalegameसेतुलना की. @ UPGovt @ HMOIndia @ ndtv @ abpnewstv @ htTweetspic.twitter.com/knNx4yYA42;
17.08.17 10:29;# LordKabir कबीर साहेब जी पूर्ण परमात्मा है जो 600 वर्ष पहले सहशरीर आये थे और सहशरीर ही गये थे। ईश्वर Tv पर 8:30 PM से # LoveJihadTapes pic.twitter.com/WnLqekZVfA;
17.08.17 10:10;Doesn't want to accept the reality & pretends to be dumb on certain issues # LoveJihad # LoveJihadTapes;
17.08.17 10:00;@ republic # LoveJihadTapes Strange this!! Keep them confined, Send them to ISIS & Maulana is talking about Freedom & Azadi of Women?;
17.08.17 09:31;Explosive Stuff coming up on # LoveJihadTapes / Forced Conversions in 30 minutes..;
17.08.17 09:26;@ ShekharGuptaSocho # AAPNe # BijliChurai @ msisodiaFordफरGनुLodni @ BJP4DelhiNe Chek karn De OrderThats # LoveJihadTapes # LoveJihadNailed;
17.08.17 09:18;इन्हें क्या फर्क पड़ता है, ये तो खाते है और आग मूतते हैं। # SickularBrigade # Hallabol # LoveJihadTapes # Halala;
17.08.17 08:48;# LoveJihadTapes # LordKabir बहुत दिनों से मूर्ति पूजा हम करते आये अब सत्य प्रमाण सहित सभी शास्त्रौ से प्रामाणित ईश्वर Tv पर 08:30 PM स;
17.08.17 08:47;vhsindia: # LoveJihadTapes https://m.youtube.com/watch?v=za2vWNDNELI …;
17.08.17 08:40;# LoveJihadTapes https://m.youtube.com/watch?v=za2vWNDNELI …;
17.08.17 08:33;# LoveJihadTapes Hindus in this country now openly with state support conversion and promote people in ghar wapsi becoz 90 per are Aryans.;
17.08.17 08:32;Certain phrases have been used in court— 'pattern of conversion', 'wider ramifications', 'neutral & unbiased' @ sambitswaraj # LoveJihadTapes https://twitter.com/republic/status/897851536478420992 …;
17.08.17 08:31;# LoveJihadTapes this is going on for years appeal to Christian in Kerela out of 10 girls who get this jihad 2 girls are Christian by report.;
17.08.17 08:30;# LoveJihadTapes https://m.youtube.com/watch?v=za2vWNDNELI …http://fb.me/A8HWDDT6;
17.08.17 08:28;Hindus should strike back. Start # LoveDharmayudh if GoI takes no action. # LoveJihadTapes;
17.08.17 08:28;# LoveJihadTapes love jihad exist in India and it is true but liberals don't want to except it becoz it don't suits them.;
17.08.17 08:21;This is how LierArnob Gau Swamy takes revenge wid Malayali's 4 his ratings on Fb & twitter.. # LoveJihad # LoveJihadTapes # LoveJihadReality;
17.08.17 08:19;8A CountryOf70%+27₹/Day # PurchasingPowerSuch # MootaFee4TarikhPeT.isnot Justified @ barandbench @ Law1Leo # LoveJihadTapes # LoveJihadNailed;
17.08.17 08:19;# LordKabir पर नारी ना परसियो, सुनो शब्द सलतंत। धर्मराय के खंभ से, अर्धमुखी लटकंत।। साधना Tv पर 7:40 Pm से # LoveJihadTapes # SexForNikahpic.twitter.com/aux9TUlwu5;
17.08.17 08:17;@ premasridevi @ republic # LoveJihadTapes https://twitter.com/AsYouNotWish/status/898064640336252928 …;
17.08.17 08:13;Why are you silent on this Mr. @ asadowaisi ? Are you concerned about converted women only ? # LoveJihadTapes;
17.08.17 08:09;प्रभु,राम,अल्लाह,खुदा, ईश,भगवान आदि नाम एक ही शक्ति के है वह # LordKabir है वृंदा TV पर 9:30pm से # LoveJihadTapes # VivegamTrailer # ChIru151pic.twitter.com/BM6zXH9ErI;
17.08.17 07:52;Who really cares about # Kerala girls marrying Muslims to become sex slaves for ISIS is their choice the dumb bitches ! # LoveJihadTapes;
17.08.17 07:44;# LoveJihadTapes;
17.08.17 07:27;# LoveJihadTapes # LoveJihad SC NIA probe into Kerala 'love jihad' case.;
17.08.17 07:11;Here comes the 'Darbari of 10 JP' & greatest spinner who can put Muralidharan to shame ! # BawanaWithBJP # LoveJihadTapes # IslamIsTheProblemhttps://twitter.com/ShekharGupta/status/897859214919454721 …;
17.08.17 07:10;# LoveJihadTapes pic.twitter.com/JTc4iHo5pn;
17.08.17 07:08;Maybe rahul gandhi can make him understand # LoveJihadTapes;
17.08.17 07:06;This guy and his brother are so islamic that they would even oppose indian judiciary, what's wrong with him # LoveJihadTapes;
17.08.17 07:04;# LoveJihadTapes # LoveJihad Shahi imam publicly encourages to do love jihad but indian media doesn't report it http://www.opindia.com/2014/12/shahi-imam-publicly-calls-for-love-jihad-indian-media-doesnt-report-it/ …;
17.08.17 06:49;# LordKabir श्री कृष्ण परमात्मा नही हैं वृंदा Tv पर 09:30 Pm # WednesdayWisdom # YouthCongress200k # LoveJihadTapes # ChampionsofChangepic.twitter.com/6YETjERciJ;
17.08.17 06:48;# LoveJihadTapes # LoveJihadNailed In the meantime an update from Egypt and other practicespic.twitter.com/QzTxG10eTF;
17.08.17 06:46;If dumb # Kerala women wanna marry Muslims to be taken overseas as sex slaves let them, is their choice the dumb bitches # LoveJihadTapes https://twitter.com/JasumatiPatel/status/898019562678960130 …;
17.08.17 06:20;Please save Hindu girls for becoming a victim of # LoveJihad # LoveJihadTapes;
17.08.17 06:08;अच्छी शादी वही है जहाँ दोनों को महसूस हो कि उन्होंने कुछ पाया है । # marriage # LoveJihadTapes # Sarahah # CoupleGoals http://www.happyvivah.in pic.twitter.com/5XvIGx4752;
17.08.17 05:59;I love travelling I go for purple wat abt u # LoveJihadTapes # ParsiNewYear # BJP_Lies_Fact_Check # GameOfThronesLeak # ThursdayThoughtspic.twitter.com/x3AGqZxqZv;
17.08.17 05:57;कब घोंचू,जब आयशा से शादी किया तो पूजा बनाने की क्या जरूरत थी। अब कोई तुम्हारी बहन भी हो तो उसे आयशा दो, # LoveJihadTapes;
17.08.17 05:54;# LoveJihadTapes # LoveJihadpic.twitter.com/wT2tBjDkO1;
17.08.17 05:53;Damn!!! How can # LoveJihadi Shafin Jahan afford elite # Lawyers like @ KapilSibal & @ IJaising? Does th is 2 ppl hate # HINDUS? # LoveJihadTapes pic.twitter.com/Iqr7TEJBan;
17.08.17 05:52;Mam u r saying # LoveJihadTapes is # RSS propoganda & Supreme court of India is working for @ RSSorg , I m amazedhttps://twitter.com/ShefVaidya/status/897812322776891397 …;
17.08.17 05:48;Award of Best Stand-up Comedian should go to ? # CitiesOfBangaluru # IndiaAt71 # LoveJihadTapes;
17.08.17 05:46;# LordKabir ही Complete God हैं # MSG9बर9Day7 # BJPWinsMP # LoveJihadTapes India and Chaina @ aajtak ईश्वर Tv पर 08:30 PM सेpic.twitter.com/a42BMl8jKy;
17.08.17 05:44;# LoveJihadTapes is a slap on all the secular, liberal morons who always turned down the terrorist operative model called # LoveJihad;
17.08.17 05:42;@ RanaAyyub had told # LoveJihad was a illustration but she stands exposed after news channels exposed love jihad via # LoveJihadTapes;
17.08.17 05:38;# BJP_Lies_Fact_Check # LordKabir मानव जीवन का उद्देश्य केवल भक्ति है # BJPWinsMP # SexForNikah # LoveJihadTapes साधना Tv पर 7:40 Pm से pic.twitter.com/PxXLb1qknC;
17.08.17 05:31;I think he's trying to convince people that he's not scared but he's talking to much # alevelresultsday # LoveJihadTapes;
17.08.17 05:28;One valid reason on why you should oppose # LoveJihad # LoveJihadTapes # LoveJihadNailed @ GenNxtIndian @ DaftarySunil http://pamelageller.com/2017/08/muslim-teens-gang-rape-donkey.html/ …;
17.08.17 05:27;Islam again in Danger. Where is Hamid Ansari? Yesterday Prime time of Channels. @ republic- # LoveJihadTapes @ timesnow- # LoveJihadNailed;
17.08.17 05:26;# LoveJihadTapes मनुष्य जन्म पाए करजो नहीं हटे हरिनाम जेसे कुआं जल बिना फिर बनवाया क्या काम pic.twitter.com/04q5zQijGT;
17.08.17 05:25;पत्थर फेंक कर चीन ने साबित कर दिया हिजड़े पाकिस्तान मे ही नही चीन में भी पाये जाते है.. # LoveJihadTapes # IndiaAt71;
17.08.17 05:24;Which party in your opinion will serve the common mans aspirations the best? # LoveJihadTapes # WednesdayWisdom # LoveJihadNailed # KnowNaMoApp;
17.08.17 05:20;BSDK ये मादर खोद किस सुतिया मजहब का सूअर है MC BC # LoveJihadTapes इस्लाम ही आंतकवाद है। pic.twitter.com/JcpCSUuB1i;
17.08.17 05:17;# LoveJihadTapes https://twitter.com/shaaneavadh11/status/897941453699137536 …;
17.08.17 05:16;Hindu Women lured into marriage & forcilbly converted to Islam . NIA probe is a welcome step # LoveJihadTapes https://twitter.com/GitaSKapoor/status/898001783171055617 …;
17.08.17 05:15;जिन जिन bsdk आंतकवादियों का धर्म # राष्ट्रगान व # राष्ट्रगीत के कारण खतरे में आ जाता है उन्हें इस इंसान से सीखना चाहिए। # LoveJihadTapes pic.twitter.com/jrHDzHSYH7;
17.08.17 05:12;Frankly speaking I have no sympathy for the Bimbos ready to marry Muslims cos they are stupid to believe them # Kerala # LoveJihadTapes;
17.08.17 05:11;हिन्दू ख़वातीनें भी कुछ कम जिहादी नही ग़ालिब, पहले लव करती हैं फिर शादी उसके बाद जिहाद। # LoveJihad # LoveJihadTapes;
17.08.17 05:09;मैंने तो पहले ही कहा था कि धंधा करती है ये मोमता बानो BSDKi # LoveJihadTapes # आह_आह_पाpic.twitter.com/ao7XRSv34j;
17.08.17 05:08;# LordKabir जन्म मरण जैसे भयंकर रोग को जो परमेश्वर काट सकता है वह प्रभु कबीर है। Haryana News पर 6:00 AM से # LoveJihadTapes # Kaal;
17.08.17 05:08;# LordKabir जन्म मरण जैसे भयंकर रोग को जो परमेश्वर काट सकता है वह प्रभु कबीर है। Haryana News पर 6:00 AM से # LoveJihadTapes # Kaal;
17.08.17 05:08;# LordKabir जन्म मरण जैसे भयंकर रोग को जो परमेश्वर काट सकता है वह प्रभु कबीर है। Haryana News पर 6:00 AM से # LoveJihadTapes # Kaal;
17.08.17 05:08;# LordKabir जन्म मरण जैसे भयंकर रोग को जो परमेश्वर काट सकता है वह प्रभु कबीर है। Haryana News पर 6:00 AM से # LoveJihadTapes # Kaal;
17.08.17 05:08;# LordKabir जन्म मरण जैसे भयंकर रोग को जो परमेश्वर काट सकता है वह प्रभु कबीर है। Haryana News पर 6:00 AM से # LoveJihadTapes # Kaal;
17.08.17 05:08;# LordKabir जन्म मरण जैसे भयंकर रोग को जो परमेश्वर काट सकता है वह प्रभु कबीर है। Haryana News पर 6:00 AM से # LoveJihadTapes # Kaal;
17.08.17 05:08;# LordKabir जन्म मरण जैसे भयंकर रोग को जो परमेश्वर काट सकता है वह प्रभु कबीर है। Haryana News पर 6:00 AM से # LoveJihadTapes # Kaal;
